Pmax (MW),Pmin (MW),Type,Cost ($/MWh),EF,CC,Zone
8, ,SolarPV,0,0,0.35,AE_NJ
1, ,SolarPV,0,0,0.35,ATSI_OH
310.2,100.8,NGCC,18.75,0.4,0.98,DEOK_OH
233.7,11,NGCC,18.75,0.4,0.98,DEOK_OH
1, ,SolarPV,0,0,0.35,PL_PA
1.3, ,SolarPV,0,0,0.35,PS_NJ
2.6, ,SolarPV,0,0,0.35,JC_NJ
8.5, ,SolarPV,0,0,0.35,JC_NJ
0.8, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,JC_NJ
1.2,0.2,NGCT,26.3,0.59,0.98,ATSI_OH
1.2,0.2,NGCT,26.3,0.59,0.98,ATSI_OH
1.2,0.2,NGCT,26.3,0.59,0.98,ATSI_OH
1.1,0.2,NGCT,26.3,0.59,0.98,ATSI_OH
2, ,SolarPV,0,0,0.35,DOM_NC
1.6,0.8,Landfill_NG,15,0.39,0.43,AEP_IN
2,0.9,Landfill_NG,15,0.39,0.43,AEP_IN
2,0.9,Landfill_NG,15,0.39,0.43,AEP_IN
2,0.9,Landfill_NG,15,0.39,0.43,AEP_IN
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,AEP_IN
1, ,SolarPV,0,0,0.35,AEP_IN
1, ,SolarPV,0,0,0.35,AEP_IN
1.7, ,SolarPV,0,0,0.35,ATSI_OH
10, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,AEP_NC
5, ,SolarPV,0,0,0.35,DOM_NC
3, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,AEP_NC
20, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
16, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
12, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
1.3, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,ATSI_OH
1.3, ,SolarPV,0,0,0.35,PL_PA
150,150,WindOn,0,0,0.28,CE_IN
14, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
4.8,1.2,Landfill_NG,15,0.39,0.43,AEP_MI
10, ,SolarPV,0,0,0.35,JC_NJ
3.5, ,SolarPV,0,0,0.35,DOM_NC
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
0.6,0,Oil,40,0.82,0.98,DOM_VA
3, ,SolarPV,0,0,0.35,JC_NJ
5, ,SolarPV,0,0,0.35,JC_NJ
5.2, ,SolarPV,0,0,0.35,AE_NJ
8, ,SolarPV,0,0,0.35,PS_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
2.2, ,SolarPV,0,0,0.35,ATSI_OH
20, ,SolarPV,0,0,0.35,DOM_VA
1.2, ,SolarPV,0,0,0.35,PEP_DE
1.2, ,SolarPV,0,0,0.35,BC_MD
2, ,SolarPV,0,0,0.35,DPL_MD
1.2, ,SolarPV,0,0,0.35,RECO_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,AP_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,AP_PA
5, ,SolarPV,0,0,0.35,DOM_NC
328,128,NGCC,18.75,0.4,0.98,ATSI_OH
328,128,NGCC,18.75,0.4,0.98,ATSI_OH
1.5,0,Oil,40,0.82,0.98,ATSI_OH
404, ,NGCC,18.75,0.4,0.98,ATSI_OH
2, ,SolarPV,0,0,0.35,AEP_IN
235.5, ,NGCC,18.75,0.4,0.98,ATSI_OH
235.5, ,NGCC,18.75,0.4,0.98,ATSI_OH
361.3, ,NGCC,18.75,0.4,0.98,ATSI_OH
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1.7,0,WindOn,0,0,0.28,CE_IL
1.1,0.7,Landfill_NG,15,0.39,0.43,PEP_DE
1.1,0.7,Landfill_NG,15,0.39,0.43,PEP_DE
2,1.4,Landfill_NG,15,0.39,0.43,PEP_DE
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
2.7,1,Landfill_NG,15,0.39,0.43,AP_IL
3.5,1.8,NGCT,26.3,0.59,0.98,PS_IL
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
1.5,0,WindOn,0,0,0.28,PS_NJ
1.1,0.5,Landfill_NG,15,0.39,0.43,AEP_IN
10.3, ,SolarPV,0,0,0.35,PEP_MD
3.2, ,SolarPV,0,0,0.35,DPL_MD
1.6, ,SolarPV,0,0,0.35,JC_NJ
0.8, ,SolarPV,0,0,0.35,JC_NJ
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,AP_VA
1.1,0.9,NGCT,26.3,0.59,0.98,PS_IL
1.1,0.9,NGCT,26.3,0.59,0.98,PS_IL
1.1,0.9,NGCT,26.3,0.59,0.98,PS_IL
1.1,0.9,NGCT,26.3,0.59,0.98,PS_IL
75, ,SolarPV,0,0,0.35,DPL_MD
4.6, ,SolarPV,0,0,0.35,AEP_MI
2.5, ,SolarPV,0,0,0.35,AEP_IN
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
15,7,NGCT,26.3,0.59,0.98,DOM_VA
15, ,SolarPV,0,0,0.35,DOM_NC
3, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
2.1, ,SolarPV,0,0,0.35,ME_VA
529,200,NGCC,18.75,0.4,0.98,AEP_PA
529,200,NGCC,18.75,0.4,0.98,AEP_PA
17, ,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,DOM_VA
369.8, ,NGCC,18.75,0.4,0.98,DOM_VA
369.8, ,NGCC,18.75,0.4,0.98,DOM_VA
369.8, ,NGCC,18.75,0.4,0.98,DOM_VA
663.9, ,NGCC,18.75,0.4,0.98,DOM_VA
1.3, ,SolarPV,0,0,0.35,PEP_DE
0.5, ,SolarPV,0,0,0.35,PEP_DE
80, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
208,0,WindOn,0,0,0.28,DOM_NC
1.1, ,SolarPV,0,0,0.35,AEP_IN
1.1, ,SolarPV,0,0,0.35,AEP_IN
1.1, ,SolarPV,0,0,0.35,AEP_IN
20, ,SolarPV,0,0,0.35,DOM_NC
3,3,WindOn,0,0,0.28,AEP_OH
1.1, ,SolarPV,0,0,0.35,DOM_MD
1.6, ,SolarPV,0,0,0.35,BC_MD
2.1, ,SolarPV,0,0,0.35,ATSI_OH
1.5, ,SolarPV,0,0,0.35,AEP_IN
4.5, ,SolarPV,0,0,0.35,DOM_NC
1.6, ,SolarPV,0,0,0.35,DPL_MD
1, ,SolarPV,0,0,0.35,DPL_MD
1.2, ,SolarPV,0,0,0.35,AE_NJ
1.5,0.1,WindOn,0,0,0.28,AEP_OH
80, ,SolarPV,0,0,0.35,AP_VA
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
103,0,WindOn,0,0,0.28,DOM_WV
2, ,SolarPV,0,0,0.35,DOM_NC
1,0.1,Landfill_NG,15,0.39,0.43,EKPC_KY
5, ,SolarPV,0,0,0.35,DOM_NC
4, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
3, ,SolarPV,0,0,0.35,AEP_OH
1.2, ,SolarPV,0,0,0.35,AE_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
1.4, ,SolarPV,0,0,0.35,JC_NJ
2,0.2,Oil,40,0.82,0.98,AP_VA
2,0.2,Oil,40,0.82,0.98,AP_VA
2,0.2,Oil,40,0.82,0.98,AP_VA
2,0.2,Oil,40,0.82,0.98,AP_VA
2,0.2,Oil,40,0.82,0.98,AP_VA
2,0.2,Oil,40,0.82,0.98,AP_VA
5.2, ,SolarPV,0,0,0.35,AEP_IN
5, ,SolarPV,0,0,0.35,AEP_IN
4.4, ,SolarPV,0,0,0.35,PS_NJ
6.1, ,SolarPV,0,0,0.35,PS_NJ
2.7, ,SolarPV,0,0,0.35,AE_NJ
4.9, ,SolarPV,0,0,0.35,DOM_NC
17, ,SolarPV,0,0,0.35,DOM_VA
19, ,SolarPV,0,0,0.35,DOM_VA
20, ,SolarPV,0,0,0.35,DOM_VA
1.8, ,SolarPV,0,0,0.35,PS_NJ
39.9,1.2,WindOn,0,0,0.28,AP_PA
2, ,SolarPV,0,0,0.35,DPL_MD
344.4,250,NGCC,18.75,0.4,0.98,ATSI_OH
344.4,250,NGCC,18.75,0.4,0.98,ATSI_OH
260.8,100,NGCC,18.75,0.4,0.98,ATSI_OH
260.8,100,NGCC,18.75,0.4,0.98,ATSI_OH
499.5,454,NGCC,18.75,0.4,0.98,PN_PA
499.5,454,NGCC,18.75,0.4,0.98,PN_PA
499.5,454,NGCC,18.75,0.4,0.98,PN_PA
5.2, ,SolarPV,0,0,0.35,DOM_NC
244.8,105,NGCC,18.75,0.4,0.98,PL_PA
244.8,105,NGCC,18.75,0.4,0.98,PL_PA
244.8,105,NGCC,18.75,0.4,0.98,PL_PA
460,105,NGCC,18.75,0.4,0.98,PL_PA
5.2, ,SolarPV,0,0,0.35,DOM_NC
6.6, ,SolarPV,0,0,0.35,JC_NJ
311,121,NGCC,18.75,0.4,0.98,ATSI_OH
311,121,NGCC,18.75,0.4,0.98,ATSI_OH
340,136,NGCC,18.75,0.4,0.98,ATSI_OH
5, ,SolarPV,0,0,0.35,JC_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
1.6,1.2,Landfill_NG,15,0.39,0.43,PL_PA
5, ,SolarPV,0,0,0.35,DOM_NC
5.2, ,SolarPV,0,0,0.35,DOM_NC
5.2, ,SolarPV,0,0,0.35,AEP_IN
5.2, ,SolarPV,0,0,0.35,DOM_NC
4.9, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
2.9, ,SolarPV,0,0,0.35,PS_NJ
3.4, ,SolarPV,0,0,0.35,DOM_NC
1.8, ,SolarPV,0,0,0.35,PN_NY
1.6, ,SolarPV,0,0,0.35,PE_MD
370,160,NGCC,18.75,0.4,0.98,AP_PA
370,160,NGCC,18.75,0.4,0.98,AP_PA
394,90,NGCC,18.75,0.4,0.98,AP_PA
100.8,28,WindOn,0,0,0.28,AEP_OH
194.3,2.2,WindOn,0,0,0.28,CE_IL
4.9, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
3.5, ,SolarPV,0,0,0.35,JC_NJ
4, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,DPL_MD
1.7, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,PS_NJ
16.2, ,SolarPV,0,0,0.35,DOM_NC
90,90,WindOn,0,0,0.28,AP_PA
5, ,SolarPV,0,0,0.35,DOM_NC
184,184,WindOn,0,0,0.28,CE_IL
372,115,NGCC,18.75,0.4,0.98,PN_PA
372,115,NGCC,18.75,0.4,0.98,PN_PA
453,115,NGCC,18.75,0.4,0.98,PN_PA
5, ,SolarPV,0,0,0.35,DOM_NC
62.4, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,AEP_OH
50.2, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,AEP_NC
20, ,SolarPV,0,0,0.35,DOM_NC
16, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
2, ,SolarPV,0,0,0.35,PE_MD
12, ,SolarPV,0,0,0.35,PL_MD
1,0.5,Landfill_NG,15,0.39,0.43,EKPC_KY
1,0.5,Landfill_NG,15,0.39,0.43,EKPC_KY
1.4, ,SolarPV,0,0,0.35,PE_MD
3, ,SolarPV,0,0,0.35,AE_NJ
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1,0.5,Bio,20,0.99,0.43,AEP_IN
1.3,0.5,Bio,20,0.99,0.43,AEP_IN
4.5, ,SolarPV,0,0,0.35,PS_NJ
7, ,SolarPV,0,0,0.35,AE_NJ
7.5, ,SolarPV,0,0,0.35,PS_NJ
8.2, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,AE_NJ
6.8, ,SolarPV,0,0,0.35,JC_NJ
13.6, ,SolarPV,0,0,0.35,DPL_MD
4.5, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,JC_NJ
2.5, ,SolarPV,0,0,0.35,PS_NJ
3.1, ,SolarPV,0,0,0.35,AE_NJ
2.3, ,SolarPV,0,0,0.35,PE_NJ
8.3, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,JC_NJ
6.2, ,SolarPV,0,0,0.35,PS_NJ
3, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,PS_NJ
2, ,SolarPV,0,0,0.35,AE_NJ
1.5, ,SolarPV,0,0,0.35,AE_NJ
1.3, ,SolarPV,0,0,0.35,AE_NJ
1.8, ,SolarPV,0,0,0.35,PS_NJ
1.3, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,JC_NJ
0.9, ,SolarPV,0,0,0.35,PS_NJ
3.1, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
15, ,SolarPV,0,0,0.35,DOM_NC
0.8,0.1,NGCT,26.3,0.59,0.98,CE_IL
0.8,0.1,NGCT,26.3,0.59,0.98,CE_IL
0.8,0.1,NGCT,26.3,0.59,0.98,CE_IL
0.8,0.1,NGCT,26.3,0.59,0.98,CE_IL
1.4, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,JC_NJ
1.3, ,SolarPV,0,0,0.35,JC_NJ
7.4, ,SolarPV,0,0,0.35,JC_NJ
1.6, ,SolarPV,0,0,0.35,PS_NJ
6, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,JC_NJ
1.8, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,BC_MD
2.5, ,SolarPV,0,0,0.35,PS_NJ
1.6, ,SolarPV,0,0,0.35,PS_NJ
1.2, ,SolarPV,0,0,0.35,PS_NJ
1.7, ,SolarPV,0,0,0.35,PS_NJ
0.5, ,SolarPV,0,0,0.35,PS_NJ
0.6, ,SolarPV,0,0,0.35,PS_NJ
0.2, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,PS_NJ
0.4, ,SolarPV,0,0,0.35,PS_NJ
0.2, ,SolarPV,0,0,0.35,PS_NJ
1.2, ,SolarPV,0,0,0.35,AP_MD
2.2, ,SolarPV,0,0,0.35,PL_PA
1.7, ,SolarPV,0,0,0.35,PEP_MD
1, ,SolarPV,0,0,0.35,AE_NJ
8.5, ,SolarPV,0,0,0.35,EKPC_KY
5.4, ,SolarPV,0,0,0.35,AEP_IN
5, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,AEP_OH
1, ,SolarPV,0,0,0.35,AEP_OH
20, ,SolarPV,0,0,0.35,DOM_VA
20, ,SolarPV,0,0,0.35,DOM_VA
19.8, ,SolarPV,0,0,0.35,PN_VA
2.8, ,SolarPV,0,0,0.35,AEP_OH
5, ,SolarPV,0,0,0.35,DOM_NC
2,1.5,NGCT,26.3,0.59,0.98,JC_NJ
2,1.5,NGCT,26.3,0.59,0.98,JC_NJ
20, ,SolarPV,0,0,0.35,DOM_VA
2, ,SolarPV,0,0,0.35,ME_PA
7.9, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,DOM_NC
5.1, ,SolarPV,0,0,0.35,AE_NJ
10, ,SolarPV,0,0,0.35,DOM_NC
16, ,SolarPV,0,0,0.35,DOM_NC
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,ATSI_OH
1.5,0.1,WindOn,0,0,0.28,ATSI_OH
1.5,0.1,WindOn,0,0,0.28,ATSI_OH
74.9, ,SolarPV,0,0,0.35,DOM_NC
17, ,SolarPV,0,0,0.35,DOM_VA
295,146,NGCC,18.75,0.4,0.98,ME_PA
295,146,NGCC,18.75,0.4,0.98,ME_PA
443.7,195,NGCC,18.75,0.4,0.98,ME_PA
525,90,NGCC,18.75,0.4,0.98,PL_PA
8.1, ,SolarPV,0,0,0.35,AEP_IN
2.5, ,SolarPV,0,0,0.35,DOM_VA
8.8, ,SolarPV,0,0,0.35,JC_NJ
8.8, ,SolarPV,0,0,0.35,JC_NJ
3, ,SolarPV,0,0,0.35,AEP_VA
3, ,SolarPV,0,0,0.35,DOM_NC
1.6,1.1,Landfill_NG,15,0.39,0.43,DEOK_OH
1.6,1.1,Landfill_NG,15,0.39,0.43,DEOK_OH
1.6,1.1,Landfill_NG,15,0.39,0.43,DEOK_OH
1.5, ,SolarPV,0,0,0.35,PS_NJ
2, ,SolarPV,0,0,0.35,CE_IL
1.5,0,SolarPV,0,0,0.35,PL_PA
1.2, ,SolarPV,0,0,0.35,DPL_DE
1.8, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
1.9, ,SolarPV,0,0,0.35,DOM_NC
1.9, ,SolarPV,0,0,0.35,DOM_NC
4.4,2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2,NGCT,26.3,0.59,0.98,ME_PA
7.9,3.9,NGCT,26.3,0.59,0.98,PE_MD
5, ,SolarPV,0,0,0.35,DOM_NC
119.7,0.1,WindOn,0,0,0.28,AEP_IN
2.7,2.7,SolarPV,0,0,0.35,EKPC_KY
15.7, ,SolarPV,0,0,0.35,AP_VA
521.9,190,NGCC,18.75,0.4,0.98,AEP_OH
66,0.4,WindOn,0,0,0.28,AEP_OH
2.2, ,SolarPV,0,0,0.35,JC_NJ
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.9, ,SolarPV,0,0,0.35,JC_NJ
1.9, ,SolarPV,0,0,0.35,JC_NJ
10, ,SolarPV,0,0,0.35,AP_VA
20, ,SolarPV,0,0,0.35,DPL_VA
20, ,SolarPV,0,0,0.35,DOM_VA
100, ,SolarPV,0,0,0.35,DOM_VA
2.3, ,SolarPV,0,0,0.35,AEP_OH
1.8, ,SolarPV,0,0,0.35,AEP_OH
5, ,SolarPV,0,0,0.35,DOM_VA
5, ,SolarPV,0,0,0.35,DOM_VA
5.3, ,SolarPV,0,0,0.35,JC_NJ
0.9, ,SolarPV,0,0,0.35,JC_NJ
4, ,SolarPV,0,0,0.35,PE_NJ
2.2, ,SolarPV,0,0,0.35,AE_NJ
9, ,SolarPV,0,0,0.35,PEP_MD
5, ,SolarPV,0,0,0.35,DOM_NC
15.7, ,SolarPV,0,0,0.35,PEP_MD
5, ,SolarPV,0,0,0.35,DOM_NC
10, ,SolarPV,0,0,0.35,AE_NJ
8.8, ,SolarPV,0,0,0.35,AE_NJ
8.4, ,SolarPV,0,0,0.35,PS_NJ
1.9, ,SolarPV,0,0,0.35,BC_MD
1.3, ,SolarPV,0,0,0.35,JC_NJ
1.9, ,SolarPV,0,0,0.35,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
78.4,7.1,WindOn,0,0,0.28,PN_NY
7.4, ,SolarPV,0,0,0.35,AEP_IN
185,0,WindOn,0,0,0.28,CE_IL
2,1.4,NGCT,26.3,0.59,0.98,PE_PA
2,1.4,NGCT,26.3,0.59,0.98,PE_PA
2,1.4,NGCT,26.3,0.59,0.98,PE_PA
2,1.4,NGCT,26.3,0.59,0.98,PE_PA
1.1, ,SolarPV,0,0,0.35,AEP_KY
2.8, ,SolarPV,0,0,0.35,PS_NJ
200.4,4,WindOn,0,0,0.28,CE_IN
20, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
119,2,WindOn,0,0,0.28,CE_IL
5, ,SolarPV,0,0,0.35,DPL_MD
2.6, ,SolarPV,0,0,0.35,DPL_MD
3.8, ,SolarPV,0,0,0.35,AEP_IN
1.2, ,SolarPV,0,0,0.35,DPL_DE
1.8, ,SolarPV,0,0,0.35,AEP_OH
60, ,SolarPV,0,0,0.35,DOM_NC
1.9, ,SolarPV,0,0,0.35,ATSI_OH
1, ,SolarPV,0,0,0.35,PL_PA
2,0.7,Oil,40,0.82,0.98,JC_NJ
2,0.7,Oil,40,0.82,0.98,JC_NJ
2,0.7,Oil,40,0.82,0.98,JC_NJ
4.6,2,NGCT,26.3,0.59,0.98,JC_NJ
0.2, ,SolarPV,0,0,0.35,JC_NJ
0.5,0.1,NGCT,26.3,0.59,0.98,ATSI_OH
0.5,0.1,NGCT,26.3,0.59,0.98,ATSI_OH
5, ,SolarPV,0,0,0.35,DOM_NC
6, ,SolarPV,0,0,0.35,AEP_VA
13, ,SolarPV,0,0,0.35,JC_NJ
2.2, ,SolarPV,0,0,0.35,AE_NJ
1.5, ,SolarPV,0,0,0.35,AE_NJ
7.5, ,SolarPV,0,0,0.35,JC_NJ
3, ,SolarPV,0,0,0.35,PL_PA
1.4, ,SolarPV,0,0,0.35,PEP_DE
8.8, ,SolarPV,0,0,0.35,PS_NJ
142.4, ,SolarPV,0,0,0.35,DOM_VA
97.9, ,SolarPV,0,0,0.35,DOM_VA
20, ,SolarPV,0,0,0.35,DOM_VA
75, ,SolarPV,0,0,0.35,DOM_VA
240, ,SolarPV,0,0,0.35,DOM_VA
165, ,SolarPV,0,0,0.35,DOM_VA
0.7, ,SolarPV,0,0,0.35,PS_NJ
3.7, ,SolarPV,0,0,0.35,ATSI_OH
5, ,SolarPV,0,0,0.35,DOM_NC
4.9, ,SolarPV,0,0,0.35,DOM_NC
1.5, ,SolarPV,0,0,0.35,PN_PA
15, ,SolarPV,0,0,0.35,DOM_VA
200, ,SolarPV,0,0,0.35,DEOK_OH
4, ,SolarPV,0,0,0.35,BC_MD
1.5, ,SolarPV,0,0,0.35,PS_NJ
5.5, ,SolarPV,0,0,0.35,AE_NJ
1.8, ,SolarPV,0,0,0.35,PE_MD
1.5, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,PS_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
7.5, ,SolarPV,0,0,0.35,DPL_MD
80, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,DPL_MD
1, ,SolarPV,0,0,0.35,PL_MD
3, ,SolarPV,0,0,0.35,PL_PA
0.8, ,SolarPV,0,0,0.35,JC_NJ
0.2, ,SolarPV,0,0,0.35,JC_NJ
0.2, ,SolarPV,0,0,0.35,JC_NJ
2.8, ,SolarPV,0,0,0.35,AE_NJ
1, ,SolarPV,0,0,0.35,AE_NJ
56.2,2.8,WindOn,0,0,0.28,AEP_WV
7.5,5,NGCT,26.3,0.59,0.98,PS_NJ
80.6, ,SolarPV,0,0,0.35,DOM_NC
664.7,210,NGCC,18.75,0.4,0.98,AP_PA
2, ,SolarPV,0,0,0.35,JC_NJ
200,12,WindOn,0,0,0.28,ATSI_IN
5, ,SolarPV,0,0,0.35,DOM_NC
1.4, ,SolarPV,0,0,0.35,JC_NJ
65,0,WindOn,0,0,0.28,CE_IL
1.9, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,PS_NJ
1,0.3,NGCT,26.3,0.59,0.98,JC_NJ
1,0.3,NGCT,26.3,0.59,0.98,JC_NJ
2,0.3,Oil,40,0.82,0.98,JC_NJ
1.7, ,SolarPV,0,0,0.35,PE_MD
2.3, ,SolarPV,0,0,0.35,PE_MD
7.5, ,SolarPV,0,0,0.35,PS_NJ
8.8, ,SolarPV,0,0,0.35,JC_NJ
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.8,0.1,Oil,40,0.82,0.98,ATSI_OH
1.8,0.1,Oil,40,0.82,0.98,ATSI_OH
1.8,0.1,Oil,40,0.82,0.98,ATSI_OH
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
